,Serial_Number,AGE,GENDER,MARITAL_STATUS,NATIONALITY,LINE_TENURE,CUSTOMER_CLASS,SUBPLAN,CONTRACT_FLAG,PAY_METD,HS_AGE,TOP1_INT_CD,TOP2_INT_CD,TOP3_INT_CD,CUSTOMER_TYPE,ID_CHANGE_FLAG
4407,4885,36.0,M,S,702.0,973,3,2242,1.0,cs,12,NONE,NONE,NONE,3G,0
4408,489,32.0,M,S,702.0,1849,3,2102,1.0,cg,1,242,105,237,4G,0
4409,4893,41.0,M,M,702.0,669,3,2101,1.0,cs,21,105,103,242,3G,0
4410,4895,38.0,M,M,702.0,855,3,2241,1.0,dd,6,NONE,NONE,NONE,3G,0
4411,4899,53.0,F,M,702.0,686,3,2106,1.0,cs,22,NONE,NONE,NONE,3G,0
4412,49,23.0,M,S,702.0,1520,3,2103,1.0,cs,0,105,NONE,NONE,4G,0
4413,490,23.0,M,S,702.0,1847,7,2166,1.0,cs,0,NONE,NONE,NONE,4G,0
4414,4902,28.0,M,S,702.0,896,3,2101,1.0,cs,21,NONE,NONE,NONE,3G,0
4415,4903,25.0,F,M,702.0,597,3,2241,1.0,cs,19,105,NONE,NONE,3G,0
4416,4906,59.0,M,M,702.0,1166,3,2119,0.0,cs,38,NONE,NONE,NONE,3G,0
4417,4908,31.0,F,S,702.0,1160,3,2119,0.0,co,2,NONE,NONE,NONE,3G,0
4418,491,34.0,M,S,702.0,1806,7,2166,1.0,co,0,50,105,NONE,4G,0
4419,4916,44.0,F,M,702.0,1172,3,2242,1.0,cs,8,NONE,NONE,NONE,3G,0
4420,4919,20.0,M,S,458.0,584,6,2206,1.0,cs,19,105,101,NONE,3G,0
4421,492,30.0,M,S,702.0,959,3,2135,0.0,co,0,105,102,103,4G,0
4422,493,36.30354683195592,F,S,702.0,1818,9,2212,1.0,cs,5,22,21,46,4G,0
4423,4938,37.0,F,M,458.0,1170,3,2242,1.0,cs,1,105,NONE,NONE,3G,0
4424,494,36.0,M,S,702.0,1368,7,2166,1.0,cs,0,105,NONE,NONE,4G,0
4425,4940,42.0,M,M,702.0,1144,3,2119,1.0,cs,37,NONE,NONE,NONE,3G,0
4426,4945,26.0,F,S,702.0,1169,3,2135,1.0,cs,16,238,NONE,NONE,3G,0
4427,495,44.0,M,S,702.0,409,3,2242,1.0,cs,2,248,NONE,NONE,4G,0
4428,4959,17.0,M,S,702.0,444,4,2206,1.0,cs,9,NONE,NONE,NONE,3G,0
4429,496,29.0,F,M,458.0,283,3,2242,1.0,cs,1,105,237,61,4G,0
4430,4963,48.0,F,M,702.0,1173,3,2105,1.0,cs,4,NONE,NONE,NONE,3G,0
4431,4965,46.0,M,M,278.0,1173,5,2105,1.0,co,38,NONE,NONE,NONE,3G,0
4432,497,35.0,M,S,608.0,1819,5,2101,1.0,cs,7,254,248,105,4G,0
4433,4971,59.0,M,M,702.0,1170,3,2105,0.0,cg,38,NONE,NONE,NONE,3G,0
4434,4972,37.0,M,M,702.0,1178,3,2102,1.0,cs,0,NONE,NONE,NONE,3G,0
4435,4975,52.0,F,S,702.0,359,3,2241,1.0,cs,11,NONE,NONE,NONE,3G,0
4436,498,27.0,F,S,702.0,1383,3,2102,1.0,cs,4,248,102,105,4G,0
4437,4984,45.0,F,M,702.0,1144,3,2105,1.0,cs,8,NONE,NONE,NONE,3G,0
4438,4986,46.0,M,S,702.0,1136,3,2242,1.0,cs,3,NONE,NONE,NONE,3G,0
4439,499,32.0,M,S,702.0,688,3,2104,1.0,cs,0,50,65,NONE,4G,0
4440,4992,24.0,F,S,458.0,1175,3,2114,1.0,cs,36,105,103,101,3G,0
4441,4995,48.0,F,M,702.0,577,3,2135,1.0,cs,18,NONE,NONE,NONE,3G,0
4442,4999,38.0,M,M,702.0,633,3,2248,1.0,cs,6,236,258,105,3G,0
4443,5,29.0,F,M,764.0,563,3,2135,1.0,cs,5,NONE,NONE,NONE,4G,0
4444,50,36.0,M,S,702.0,1441,3,2120,1.0,co,4,238,258,236,4G,0
4445,500,41.0,M,S,702.0,1803,3,2101,1.0,co,0,NONE,NONE,NONE,4G,0
4446,501,27.0,F,S,702.0,1862,3,2101,1.0,cs,0,NONE,NONE,NONE,4G,0
4447,5011,44.0,F,M,702.0,618,3,2248,1.0,cs,20,NONE,NONE,NONE,3G,0
4448,5013,42.0,F,M,702.0,1143,3,2242,1.0,cs,14,NONE,NONE,NONE,3G,0
4449,502,39.0,M,S,702.0,754,3,2241,1.0,cs,1,105,NONE,NONE,4G,0
4450,5020,71.0,F,M,702.0,374,3,2241,1.0,cs,12,105,NONE,NONE,3G,0
4451,5026,42.0,M,M,702.0,578,3,2135,1.0,cs,18,NONE,NONE,NONE,3G,0
4452,503,26.0,M,S,702.0,1857,3,2102,1.0,cs,19,105,248,101,4G,0
4453,5031,46.0,F,M,702.0,1149,3,2107,1.0,cs,13,NONE,NONE,NONE,3G,0
4454,5034,57.0,F,M,702.0,631,3,2135,1.0,cs,20,NONE,NONE,NONE,3G,0
4455,504,38.0,M,M,702.0,1185,3,2104,1.0,cs,7,NONE,NONE,NONE,4G,0
4456,5043,53.0,M,S,702.0,451,3,2102,1.0,cs,14,NONE,NONE,NONE,3G,0
4457,5044,37.0,F,M,702.0,718,3,2137,1.0,cs,4,105,236,NONE,3G,0
4458,505,51.0,F,M,702.0,1841,3,2243,1.0,cs,18,105,236,NONE,4G,0
4459,5053,55.0,F,M,702.0,603,3,2135,1.0,cs,10,NONE,NONE,NONE,3G,0
4460,5054,46.0,F,M,702.0,1165,3,2241,1.0,cs,9,NONE,NONE,NONE,3G,0
4461,5055,33.0,M,S,702.0,595,3,2241,1.0,dd,19,NONE,NONE,NONE,3G,0
4462,506,26.0,M,S,702.0,1135,3,2137,1.0,cs,0,NONE,NONE,NONE,4G,0
4463,5060,22.0,M,S,702.0,636,3,2135,1.0,cs,13,NONE,NONE,NONE,3G,0
4464,5067,47.0,M,M,702.0,604,3,2206,1.0,cs,10,NONE,NONE,NONE,3G,0
4465,507,36.30354683195592,M,M,702.0,1806,3,2102,1.0,cs,0,NONE,NONE,NONE,4G,0
4466,5070,21.0,M,S,702.0,581,3,2135,1.0,cs,19,NONE,NONE,NONE,3G,0
4467,5071,46.0,M,M,702.0,983,3,2241,0.0,cs,32,NONE,NONE,NONE,3G,0
4468,508,46.0,M,M,702.0,1308,3,2102,1.0,cs,2,NONE,NONE,NONE,4G,0
4469,5084,24.0,M,S,702.0,1101,3,2135,1.0,cs,10,NONE,NONE,NONE,3G,0
4470,5089,47.0,M,M,702.0,1110,3,2105,1.0,cs,0,NONE,NONE,NONE,3G,0
4471,509,41.0,M,M,702.0,204,3,2242,1.0,cs,0,248,105,101,4G,0
4472,5090,26.0,M,S,458.0,1111,3,2101,0.0,cs,36,NONE,NONE,NONE,3G,0
4473,5092,36.0,M,M,702.0,1112,3,2105,1.0,cs,6,NONE,NONE,NONE,3G,0
4474,5097,29.0,M,M,702.0,1114,3,2241,1.0,cs,12,NONE,NONE,NONE,3G,0
4475,5098,46.0,F,M,702.0,224,3,2241,1.0,cs,7,NONE,NONE,NONE,3G,0
4476,51,53.0,M,M,702.0,723,3,2135,1.0,cs,23,105,NONE,NONE,4G,0
4477,510,28.0,M,S,458.0,1820,3,2242,1.0,cs,0,103,105,NONE,4G,0
4478,5105,19.0,M,S,702.0,1106,4,2206,1.0,cs,2,NONE,NONE,NONE,3G,0
4479,5106,30.0,F,S,702.0,614,3,2206,1.0,co,20,NONE,NONE,NONE,3G,0
4480,511,56.0,M,S,344.0,1841,7,2156,1.0,cs,22,NONE,NONE,NONE,4G,0
4481,5114,28.0,M,S,458.0,1109,3,2101,1.0,cs,4,105,103,101,3G,0
4482,5115,44.0,M,M,702.0,1098,7,2156,1.0,cs,3,NONE,NONE,NONE,3G,0
4483,5118,54.0,F,S,702.0,1100,3,2119,0.0,cs,36,NONE,NONE,NONE,3G,0
4484,5119,47.0,M,M,702.0,1102,3,2105,1.0,cs,16,NONE,NONE,NONE,3G,0
4485,512,28.0,F,S,702.0,1670,3,2104,0.0,cs,29,69,NONE,NONE,4G,0
4486,5121,39.0,F,M,702.0,1101,3,2242,1.0,cs,2,NONE,NONE,NONE,3G,0
4487,513,54.0,M,M,702.0,1831,7,2156,1.0,cs,0,NONE,NONE,NONE,4G,0
4488,5135,36.30354683195592,M,S,702.0,605,3,2135,1.0,cs,14,NONE,NONE,NONE,3G,0
4489,514,36.30354683195592,F,S,702.0,802,9,2212,1.0,cs,6,22,65,254,4G,0
4490,515,51.0,F,S,702.0,401,3,2242,1.0,cs,0,102,105,NONE,4G,0
4491,516,34.0,M,S,702.0,1785,7,2151,1.0,cs,5,NONE,NONE,NONE,4G,0
4492,517,26.0,M,S,702.0,917,3,2243,0.0,cs,0,105,248,NONE,4G,0
4493,5176,27.0,F,S,702.0,1080,3,2119,0.0,cs,35,105,102,NONE,3G,0
4494,5177,37.0,F,S,702.0,602,3,2135,1.0,cs,4,105,103,NONE,3G,0
4495,518,30.0,M,S,702.0,869,3,2248,0.0,cs,28,NONE,NONE,NONE,4G,0
4496,5183,43.0,F,M,702.0,357,3,2242,1.0,cs,0,NONE,NONE,NONE,3G,0
4497,5184,38.0,F,M,702.0,773,3,2242,0.0,cs,13,NONE,NONE,NONE,3G,0
4498,519,35.0,M,M,702.0,1843,3,2105,1.0,cs,0,29,242,NONE,4G,0
4499,52,33.0,F,S,702.0,1513,7,2166,1.0,cs,19,NONE,NONE,NONE,4G,0
4500,520,46.0,M,M,702.0,1430,3,2101,1.0,cs,13,NONE,NONE,NONE,4G,0
4501,5202,46.0,M,S,702.0,769,7,2156,1.0,dd,6,NONE,NONE,NONE,3G,0
4502,5204,44.0,M,M,702.0,769,3,2135,1.0,cs,3,NONE,NONE,NONE,3G,0
4503,5208,34.0,M,S,702.0,973,3,2105,1.0,cs,4,NONE,NONE,NONE,3G,0
4504,521,24.0,M,S,702.0,987,3,2101,0.0,cs,15,238,105,35,4G,0
4505,5216,44.0,F,M,702.0,828,3,2241,1.0,cs,6,NONE,NONE,NONE,3G,0
4506,522,33.0,M,S,702.0,1011,7,2183,1.0,co,7,237,236,52,4G,0
4507,5220,23.0,M,S,156.0,466,6,2242,0.0,cs,15,NONE,NONE,NONE,3G,0
4508,5225,50.0,M,S,702.0,821,3,2134,0.0,cs,26,NONE,NONE,NONE,3G,0
4509,5226,57.0,F,M,702.0,826,3,2206,1.0,cs,3,35,236,NONE,3G,0
4510,5227,19.0,M,S,702.0,823,4,2242,1.0,cs,9,NONE,NONE,NONE,3G,0
4511,523,35.0,M,S,702.0,908,3,2101,1.0,cs,0,NONE,NONE,NONE,4G,0
4512,5232,32.0,F,S,458.0,818,3,2135,1.0,cs,4,105,101,102,3G,0
4513,5235,41.0,F,S,702.0,801,3,2134,0.0,cs,26,NONE,NONE,NONE,3G,0
4514,5236,65.0,M,M,702.0,689,3,2135,1.0,cs,0,NONE,NONE,NONE,3G,0
4515,5239,40.0,F,S,702.0,773,3,2206,0.0,cs,25,NONE,NONE,NONE,3G,0
4516,524,28.0,F,S,702.0,1050,7,2166,0.0,cs,25,NONE,NONE,NONE,4G,0
4517,5240,52.0,M,M,702.0,779,3,2134,1.0,cs,6,NONE,NONE,NONE,3G,0
4518,5249,41.0,F,M,702.0,314,3,2242,1.0,cs,10,NONE,NONE,NONE,3G,0
4519,525,30.0,M,S,702.0,1831,3,2102,1.0,cs,7,236,260,105,4G,0
4520,5252,17.0,F,S,702.0,317,4,2242,1.0,cs,10,NONE,NONE,NONE,3G,0
4521,5254,29.0,F,M,702.0,829,3,2241,1.0,cs,22,NONE,NONE,NONE,3G,0
4522,526,39.0,M,S,702.0,1684,3,2102,1.0,cx,3,248,236,70,4G,0
4523,5260,48.0,F,M,702.0,450,3,2242,1.0,cs,14,NONE,NONE,NONE,3G,0
4524,5264,35.0,F,S,156.0,799,3,2135,0.0,cs,26,NONE,NONE,NONE,3G,0
4525,5266,25.0,F,S,702.0,779,3,2135,1.0,cs,0,NONE,NONE,NONE,3G,0
4526,527,32.0,M,S,702.0,1837,3,2102,0.0,co,2,NONE,NONE,NONE,4G,0
4527,5270,23.0,M,S,156.0,812,6,2241,1.0,cs,7,NONE,NONE,NONE,3G,0
4528,5273,36.30354683195592,M,S,702.0,797,7,2166,0.0,cs,13,NONE,NONE,NONE,3G,0
4529,5275,47.0,M,M,840.0,808,5,2248,1.0,cs,8,NONE,NONE,NONE,3G,0
4530,528,27.0,M,S,702.0,365,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
4531,5287,33.0,F,M,702.0,368,3,2241,1.0,co,3,NONE,NONE,NONE,3G,0
4532,529,23.0,F,S,702.0,344,3,2206,1.0,cs,0,NONE,NONE,NONE,4G,0
4533,5290,38.0,M,M,702.0,794,5,2105,1.0,co,7,NONE,NONE,NONE,3G,0
4534,53,53.0,M,M,702.0,1498,3,2101,1.0,cs,2,NONE,NONE,NONE,4G,0
4535,530,23.0,M,S,702.0,1834,7,2215,0.0,cs,0,NONE,NONE,NONE,4G,0
4536,5307,43.0,M,M,702.0,585,3,2135,1.0,cs,4,254,NONE,NONE,3G,0
4537,531,49.0,M,M,702.0,1851,3,2206,1.0,cs,1,NONE,NONE,NONE,4G,0
4538,5311,29.0,F,S,702.0,260,9,2208,1.0,dd,5,NONE,NONE,NONE,3G,0
4539,532,23.0,F,S,702.0,493,3,2248,1.0,cs,2,NONE,NONE,NONE,4G,0
4540,5321,38.0,F,M,702.0,589,3,2206,1.0,dd,19,NONE,NONE,NONE,3G,0
4541,5327,44.0,M,S,702.0,580,3,2130,1.0,cs,18,236,248,NONE,3G,0
4542,533,42.0,M,M,702.0,213,3,2137,1.0,cs,1,35,248,NONE,4G,0
4543,534,27.0,F,S,702.0,975,3,2248,0.0,cs,0,52,35,241,4G,0
4544,5340,36.30354683195592,F,S,702.0,230,9,2214,1.0,cs,7,22,236,70,3G,0
4545,5343,31.0,F,S,702.0,512,3,2135,1.0,cs,16,NONE,NONE,NONE,3G,0
4546,5347,55.0,M,M,702.0,474,3,2206,1.0,cs,15,NONE,NONE,NONE,3G,0
4547,535,35.0,M,M,702.0,1648,3,2242,1.0,dd,12,NONE,NONE,NONE,4G,0
4548,5351,52.0,F,M,702.0,513,3,2206,1.0,cs,9,NONE,NONE,NONE,3G,0
4549,5353,27.0,M,S,458.0,512,3,2206,1.0,cs,16,32,104,245,3G,0
4550,536,40.0,M,M,702.0,1823,3,2101,0.0,cs,3,105,103,258,4G,0
4551,5361,34.0,F,S,702.0,509,8,2135,1.0,cs,16,NONE,NONE,NONE,3G,0
4552,5362,36.0,M,S,702.0,589,9,2194,1.0,cs,19,NONE,NONE,NONE,3G,0
4553,5366,18.0,F,S,702.0,513,4,2206,1.0,cs,16,NONE,NONE,NONE,3G,0
4554,5368,47.0,F,M,702.0,513,3,2206,1.0,cs,16,NONE,NONE,NONE,3G,0
4555,537,41.0,M,M,702.0,1829,3,2135,1.0,cs,14,NONE,NONE,NONE,4G,0
4556,5372,20.0,F,S,702.0,502,4,2242,1.0,dd,9,NONE,NONE,NONE,3G,0
4557,538,49.0,M,M,702.0,1784,7,2156,1.0,cg,0,NONE,NONE,NONE,4G,0
4558,539,31.0,M,M,702.0,585,3,2135,1.0,cs,1,236,NONE,NONE,4G,0
4559,5390,44.0,M,S,702.0,510,3,2135,1.0,cs,14,NONE,NONE,NONE,3G,0
4560,5396,22.0,M,S,702.0,505,3,2101,1.0,cs,16,NONE,NONE,NONE,3G,0
4561,54,34.0,M,S,702.0,720,3,2136,1.0,cs,3,248,NONE,NONE,4G,0
4562,540,32.0,M,S,702.0,335,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
4563,5404,59.0,M,M,702.0,479,3,2241,1.0,cg,15,NONE,NONE,NONE,3G,0
4564,541,36.30354683195592,F,S,702.0,328,9,2214,1.0,cs,7,238,80,254,4G,0
4565,5415,46.0,M,M,702.0,1315,3,2135,1.0,cs,17,NONE,NONE,NONE,3G,0
4566,542,38.0,F,M,702.0,1712,3,2104,1.0,cs,10,70,105,103,4G,0
4567,5423,51.0,F,M,702.0,1356,3,2206,1.0,cs,12,238,29,242,3G,0
4568,5427,49.0,M,M,702.0,1189,3,2119,1.0,cs,33,105,237,NONE,3G,0
4569,543,45.0,M,M,702.0,243,3,2242,1.0,cs,2,NONE,NONE,NONE,4G,0
4570,5431,41.0,M,M,702.0,1095,3,2241,1.0,cg,11,NONE,NONE,NONE,3G,0
4571,5436,49.0,M,M,458.0,436,3,2241,1.0,cs,9,NONE,NONE,NONE,3G,0
4572,544,47.0,F,M,702.0,790,3,2242,1.0,cs,2,NONE,NONE,NONE,4G,0
4573,5444,53.0,M,M,702.0,396,3,2241,1.0,cs,12,NONE,NONE,NONE,3G,0
4574,545,22.0,M,S,702.0,507,3,2206,1.0,cs,2,242,238,NONE,4G,0
4575,5450,32.0,F,M,360.0,276,3,2241,1.0,cs,9,NONE,NONE,NONE,3G,0
4576,5458,53.0,M,S,702.0,207,3,2241,1.0,cs,6,NONE,NONE,NONE,3G,0
4577,546,40.0,M,M,702.0,469,3,2135,1.0,cs,0,248,105,101,4G,0
4578,5462,41.0,F,S,702.0,460,3,2137,1.0,cs,0,236,NONE,NONE,3G,0
4579,5468,28.0,F,S,702.0,964,3,2106,0.0,cs,31,NONE,NONE,NONE,3G,0
4580,547,53.0,M,M,702.0,1780,3,2242,1.0,cs,7,NONE,NONE,NONE,4G,0
4581,5477,56.0,M,M,702.0,746,3,2241,1.0,cs,5,NONE,NONE,NONE,3G,0
4582,548,44.0,M,M,458.0,627,7,2166,1.0,cg,0,NONE,NONE,NONE,4G,0
4583,5484,55.0,M,S,702.0,972,3,2106,0.0,cs,31,NONE,NONE,NONE,3G,0
4584,5487,45.0,F,S,702.0,953,3,2106,0.0,cs,31,NONE,NONE,NONE,3G,0
4585,549,40.0,F,M,702.0,789,7,2156,1.0,cg,2,NONE,NONE,NONE,4G,0
4586,5490,53.0,M,S,702.0,729,3,2106,1.0,cs,23,NONE,NONE,NONE,3G,0
4587,5491,33.0,F,S,702.0,678,3,2135,1.0,cs,0,NONE,NONE,NONE,3G,0
4588,5496,45.0,F,M,702.0,740,3,2106,0.0,cs,24,105,NONE,NONE,3G,0
4589,55,46.0,M,S,702.0,286,3,2114,1.0,cs,1,NONE,NONE,NONE,4G,0
4590,550,28.0,M,S,702.0,1813,7,2165,1.0,cs,0,NONE,NONE,NONE,4G,0
4591,5501,36.30354683195592,M,S,702.0,944,9,2106,0.0,cs,30,NONE,NONE,NONE,3G,0
4592,5504,38.0,F,M,702.0,687,3,2106,1.0,cs,22,NONE,NONE,NONE,3G,0
4593,5505,36.30354683195592,M,S,702.0,944,9,2106,0.0,cs,30,NONE,NONE,NONE,3G,0
4594,551,47.0,F,M,702.0,1812,3,2105,1.0,cs,0,105,NONE,NONE,4G,0
4595,5511,41.0,M,M,702.0,911,3,2114,0.0,cs,29,NONE,NONE,NONE,3G,0
4596,5516,30.0,M,S,702.0,1969,3,2101,1.0,cs,16,NONE,NONE,NONE,3G,0
4597,552,31.0,M,M,608.0,1426,5,2135,1.0,cs,22,254,80,105,4G,0
4598,5522,32.0,F,M,702.0,1970,3,2101,1.0,cs,18,NONE,NONE,NONE,3G,0
4599,5524,68.0,F,M,702.0,208,3,2241,1.0,cs,0,NONE,NONE,NONE,3G,0
4600,5525,36.0,M,M,702.0,1715,3,2242,1.0,cs,3,NONE,NONE,NONE,3G,0
4601,553,37.0,M,S,702.0,1321,3,2103,0.0,dd,0,NONE,NONE,NONE,4G,0
4602,5533,40.0,M,M,702.0,1971,3,2242,1.0,cs,11,70,236,NONE,3G,0
4603,5539,40.0,M,S,702.0,1645,7,2161,0.0,co,12,NONE,NONE,NONE,3G,0
4604,554,27.0,M,S,458.0,316,3,2104,1.0,co,5,105,103,236,4G,1
4605,5540,37.0,F,M,702.0,412,7,2102,1.0,cx,0,250,55,260,3G,0
4606,5541,42.0,M,S,702.0,892,7,2208,1.0,cs,2,248,105,254,3G,0
4607,5542,26.0,M,S,702.0,1968,3,2101,0.0,cs,30,NONE,NONE,NONE,3G,0
4608,5543,35.0,M,M,458.0,1474,7,2161,1.0,cg,10,NONE,NONE,NONE,3G,0
4609,5548,30.0,F,S,579.0,718,6,2242,0.0,cs,46,NONE,NONE,NONE,3G,0
4610,5549,54.0,F,M,702.0,801,3,2241,0.0,cs,26,248,101,50,3G,0
4611,555,39.0,M,M,702.0,1820,3,2102,1.0,cs,18,NONE,NONE,NONE,4G,0
4612,5553,42.0,F,M,702.0,247,3,2242,1.0,cs,8,105,103,248,3G,0
4613,556,49.0,F,M,702.0,1549,3,2242,1.0,cs,3,NONE,NONE,NONE,4G,0
4614,557,36.30354683195592,M,S,702.0,786,7,2166,1.0,cg,2,105,NONE,NONE,4G,0
4615,5571,35.0,F,S,458.0,1972,6,2241,0.0,cs,36,NONE,NONE,NONE,3G,0
4616,5577,53.0,F,M,702.0,410,3,2105,0.0,cs,28,258,236,NONE,3G,0
4617,558,36.0,M,S,702.0,1737,7,2171,1.0,dd,0,105,65,258,4G,0
4618,5582,49.0,M,M,702.0,287,3,2241,1.0,cs,9,NONE,NONE,NONE,3G,0
4619,5585,27.0,M,S,702.0,1967,3,2105,1.0,co,7,NONE,NONE,NONE,3G,0
4620,559,62.0,F,M,702.0,306,3,2242,1.0,cx,10,105,101,102,4G,0
4621,5591,30.0,F,S,702.0,590,3,2248,0.0,cs,30,105,NONE,NONE,3G,0
4622,5593,48.0,F,M,702.0,765,3,2135,1.0,cs,6,NONE,NONE,NONE,3G,0
4623,5596,41.0,M,M,702.0,1136,3,2101,1.0,cs,0,236,NONE,NONE,3G,0
4624,56,34.0,M,S,702.0,1328,3,2136,1.0,cs,0,105,NONE,NONE,4G,0
4625,560,50.0,F,M,702.0,1834,3,2102,0.0,cs,11,50,248,51,4G,0
4626,5602,27.0,M,S,702.0,1967,3,2241,1.0,cs,18,NONE,NONE,NONE,3G,0
4627,561,29.0,M,S,702.0,1613,3,2248,1.0,cs,13,NONE,NONE,NONE,4G,0
4628,5617,28.0,F,S,356.0,751,5,2135,1.0,cs,2,239,48,38,3G,0
4629,562,34.0,M,S,702.0,1816,3,2135,0.0,cs,17,NONE,NONE,NONE,4G,0
4630,5627,25.0,F,S,702.0,1158,7,2155,1.0,cs,6,NONE,NONE,NONE,3G,0
4631,563,26.0,M,S,702.0,1819,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
4632,5631,32.0,M,S,702.0,1963,7,2166,1.0,co,13,236,NONE,NONE,3G,0
4633,5637,37.0,F,M,702.0,877,3,2105,1.0,cs,1,NONE,NONE,NONE,3G,0
4634,5638,23.0,M,S,702.0,388,3,2242,1.0,cs,12,NONE,NONE,NONE,3G,0
4635,564,36.0,F,M,702.0,1424,3,2206,1.0,cs,0,NONE,NONE,NONE,4G,0
4636,5647,57.0,F,M,702.0,1966,3,2206,1.0,cs,0,NONE,NONE,NONE,3G,0
4637,5648,32.0,M,S,702.0,983,3,2119,1.0,cs,32,NONE,NONE,NONE,3G,0
4638,5649,38.0,M,M,702.0,1962,3,2101,1.0,co,15,NONE,NONE,NONE,3G,0
4639,565,24.0,F,S,702.0,188,3,2242,1.0,cs,0,105,NONE,NONE,4G,0
4640,5654,56.0,F,M,702.0,1953,3,2105,0.0,cs,0,NONE,NONE,NONE,3G,0
4641,5655,36.0,M,M,156.0,523,7,2155,1.0,cs,16,NONE,NONE,NONE,3G,0
4642,566,36.0,M,M,702.0,203,3,2243,1.0,cs,1,NONE,NONE,NONE,4G,0
4643,5665,39.0,F,M,702.0,418,7,2156,1.0,cs,13,NONE,NONE,NONE,3G,0
4644,5667,35.0,M,S,702.0,563,3,2248,1.0,cs,10,236,105,103,3G,0
4645,567,36.30354683195592,M,S,702.0,1813,3,2114,1.0,cs,6,NONE,NONE,NONE,4G,0
4646,5670,60.0,M,M,702.0,1955,3,2105,0.0,dd,0,NONE,NONE,NONE,3G,0
4647,5675,59.0,M,M,702.0,1210,3,2104,1.0,cs,7,NONE,NONE,NONE,3G,0
4648,5677,29.0,M,S,702.0,1221,3,2105,1.0,cs,9,NONE,NONE,NONE,3G,0
4649,5678,34.0,M,M,702.0,1946,7,2156,0.0,cg,60,NONE,NONE,NONE,3G,0
4650,568,42.0,F,M,702.0,1241,3,2242,1.0,co,3,NONE,NONE,NONE,4G,0
4651,5681,45.0,F,M,702.0,928,3,2241,0.0,cs,30,29,NONE,NONE,3G,0
4652,5687,31.0,M,S,458.0,1597,3,2104,1.0,cs,3,248,242,70,3G,0
4653,569,42.0,F,S,702.0,1809,3,2101,1.0,cs,0,52,21,241,4G,0
4654,5697,40.0,M,M,702.0,1943,3,2101,1.0,cs,10,NONE,NONE,NONE,3G,0
4655,57,31.0,M,S,702.0,1499,3,2105,0.0,dd,3,NONE,NONE,NONE,4G,0
4656,570,35.0,F,S,702.0,327,3,2241,1.0,cs,3,105,103,NONE,4G,0
4657,5702,39.0,F,M,702.0,952,3,2105,1.0,cs,10,NONE,NONE,NONE,3G,0
4658,5707,32.0,M,S,156.0,985,3,2241,1.0,cs,3,35,236,NONE,3G,0
4659,571,31.0,M,M,702.0,1787,3,2104,1.0,cg,19,250,NONE,NONE,4G,0
4660,5719,27.0,F,S,702.0,971,3,2243,0.0,cs,27,NONE,NONE,NONE,3G,0
4661,572,28.0,F,S,702.0,462,3,2137,1.0,cs,0,236,NONE,NONE,4G,0
4662,5724,53.0,F,S,702.0,1930,7,2189,1.0,cs,8,29,105,NONE,3G,0
4663,5725,30.0,M,S,702.0,1930,3,2103,1.0,cs,3,70,NONE,NONE,3G,0
4664,5726,51.0,F,M,702.0,257,3,2243,1.0,cs,8,NONE,NONE,NONE,3G,0
4665,573,52.0,M,M,702.0,1585,3,2105,1.0,cs,0,NONE,NONE,NONE,4G,0
4666,5730,51.0,M,M,702.0,1923,3,2105,0.0,cs,35,NONE,NONE,NONE,3G,0
4667,5733,39.0,F,M,702.0,1644,7,2156,1.0,cs,17,NONE,NONE,NONE,3G,0
4668,574,50.0,F,M,702.0,627,3,2102,1.0,cs,0,NONE,NONE,NONE,4G,0
4669,5744,31.0,M,S,156.0,1927,3,2101,1.0,cs,6,35,NONE,NONE,3G,0
4670,575,36.30354683195592,M,S,702.0,645,8,2210,1.0,cs,0,NONE,NONE,NONE,4G,0
4671,5750,61.0,F,M,702.0,1343,3,2105,1.0,dd,7,NONE,NONE,NONE,3G,0
4672,5753,20.0,M,S,702.0,776,4,2135,0.0,cs,0,NONE,NONE,NONE,3G,0
4673,5757,39.0,F,S,702.0,1684,3,2135,0.0,cs,28,82,NONE,NONE,3G,0
4674,576,28.0,F,M,702.0,715,7,2183,1.0,cs,3,NONE,NONE,NONE,4G,0
4675,5760,42.0,M,M,702.0,1438,3,2104,1.0,cs,4,242,105,NONE,3G,0
4676,5767,26.0,M,S,702.0,1093,3,2105,0.0,cs,35,NONE,NONE,NONE,3G,0
4677,577,31.0,F,S,702.0,1398,7,2166,1.0,cs,0,29,70,236,4G,0
4678,5773,24.0,F,S,702.0,769,3,2102,1.0,cs,7,242,255,NONE,3G,0
4679,5776,60.0,M,M,702.0,1928,3,2101,1.0,cs,7,NONE,NONE,NONE,3G,0
4680,5778,36.30354683195592,M,M,702.0,1097,3,2241,1.0,cs,11,NONE,NONE,NONE,3G,0
4681,578,22.0,M,S,356.0,267,6,2242,1.0,cs,8,NONE,NONE,NONE,4G,0
4682,579,36.30354683195592,F,S,702.0,1372,9,2212,1.0,cs,2,254,70,105,4G,0
4683,5794,25.0,M,S,702.0,310,3,2241,1.0,cs,10,NONE,NONE,NONE,3G,0
4684,5795,35.0,F,M,579.0,631,3,2241,1.0,cs,20,NONE,NONE,NONE,3G,0
